Store,Country,Region,Date,Item,Salesperson,List Price,Actual Price,Discount %,,,,
Warsaw,Poland,EMEA,3/10/2014,Ceiling fan,Barbara McDevitt,150,135,10.00%,,,,
Kansas City,USA,Americas,3/31/2017,Iron,Robert Arnold,30,29,3.33%,,,,
Vienna,Austria,EMEA,7/28/2017,Vacuum Cleaner,Baljinder Anderson,250,243,2.80%,,,,
Tokyo,Japan,APAC,4/13/2018,Iron,David Gow,30,29,3.33%,,,,
Guangzhou,China,APAC,12/15/2015,Dishwasher,Mark Searle,500,490,2.00%,,,,
Toronto,Canada,Americas,11/30/2017,Air conditioner,Robin Hall,700,686,2.00%,,,,
Bangalore,India,APAC,5/18/2017,Microwave,Colin Lima,80,75,6.25%,,,,
Delhi,India,APAC,5/10/2018,Vacuum Cleaner,Francis Hughes,250,223,10.80%,,,,
Birmingham,UK,EMEA,4/6/2016,Dishwasher,Robert Stocks,500,480,4.00%,,,,
Osaka,Japan,APAC,4/11/2017,Blender,Kenneth Walter,50,50,0.00%,,,,
Guangzhou,China,APAC,9/17/2014,Toaster,Donald Higgs,50,42,16.00%,,,,
Toronto,Canada,Americas,1/19/2014,Iron,Michael Patel,30,21,30.00%,,,,
San Fransisco,USA,Americas,7/29/2017,Oven,Gillan Clark,500,500,0.00%,,,,
San Fransisco,USA,Americas,12/18/2017,Washing Machine,John Osborne,800,632,21.00%,,,,
Tokyo,Japan,APAC,2/26/2017,Blender,Michelle Hunter,50,46,8.00%,,,,
Guangzhou,China,APAC,10/16/2017,Toaster,Glenys Wright,50,48,4.00%,,,,
Los Angeles,USA,Americas,8/24/2015,Washing Machine,Colin Matthews,800,528,34.00%,,,,
Dublin,Ireland,EMEA,1/9/2016,Blender,John Curtis,50,47,6.00%,,,,
Shanghai,China,APAC,1/24/2016,Ceiling fan,Glenys Raymond,150,129,14.00%,,,,
Buenos Aires,Argentina,Americas,11/24/2014,Air conditioner,Stuart Brown,700,581,17.00%,,,,
Shanghai,China,APAC,1/13/2014,Iron,Craig Johnson,30,27,10.00%,,,,
Tokyo,Japan,APAC,11/14/2016,Microwave,Nicholas Goude,80,75,6.25%,,,,
Tokyo,Japan,APAC,10/15/2017,Washing Machine,Basil Bell,800,736,8.00%,,,,
Seoul,South Korea,APAC,3/31/2017,Refrigerator,Mark Brook,1000,880,12.00%,,,,
Athens,Greece,EMEA,8/22/2014,Toaster,Aidan Perrott,50,48,4.00%,,,,
Mexico City,Mexico,Americas,9/15/2016,Blender,Brendon Dyer,50,49,2.00%,,,,
Lima,Peru,Americas,4/8/2014,Iron,Jacqueline Swaine,30,27,10.00%,,,,
Tel Aviv,Israel,EMEA,11/19/2018,Refrigerator,Deanna Wang,1000,850,15.00%,,,,
Buenos Aires,Argentina,Americas,4/30/2017,Refrigerator,Brendon Sykes,1000,560,44.00%,,,,
Bangalore,India,APAC,5/21/2014,Iron,Colin Lima,30,25,16.67%,,,,
Osaka,Japan,APAC,3/16/2016,Toaster,April Childs,50,46,8.00%,,,,
Mexico City,Mexico,Americas,1/2/2015,Dishwasher,Andrew Harris,500,305,39.00%,,,,
Kuala Lumpur,Malaysia,APAC,3/10/2018,Blender,Trudi Griffin,50,48,4.00%,,,,
Prague,Czech Republic,EMEA,2/19/2018,Dishwasher,Maureen Haymes,500,435,13.00%,,,,
Istanbul,Turkey,EMEA,1/14/2018,Oven,Ian McCartan,500,500,0.00%,,,,
Los Angeles,USA,Americas,9/23/2016,Coffee grinder,Rita Jenkins,70,66,5.71%,,,,
Sydney,Australia,APAC,4/9/2017,Coffee grinder,William Martin,70,70,0.00%,,,,
Delhi,India,APAC,12/17/2016,Microwave,Gillian Harris,80,79,1.25%,,,,
Paris,France,EMEA,2/3/2017,Iron,Caroline Eccles,30,28,6.67%,,,,
Paris,France,EMEA,9/23/2014,Dishwasher,Christopher Griffith,500,485,3.00%,,,,
Madria,Spain,EMEA,2/13/2016,Coffee grinder,Martin Mishra,70,67,4.29%,,,,
Dublin,Ireland,EMEA,5/9/2017,Ceiling fan,James Carley,150,143,4.67%,,,,
Sydney,Australia,APAC,2/9/2017,Refrigerator,William Martin,1000,570,43.00%,,,,
Warsaw,Poland,EMEA,7/22/2018,Vacuum Cleaner,David Grey,250,235,6.00%,,,,
Cairo,Egypt,EMEA,11/16/2014,Washing Machine,Valerie Pereira,800,760,5.00%,,,,
Jerusalem,Israel,EMEA,3/11/2015,Iron,William Collins,30,23,23.33%,,,,
New York,USA,Americas,11/3/2018,Iron,Ian Coates,30,26,13.33%,,,,
Shenzhen,China,APAC,4/10/2014,Coffee grinder,Phillip Humphreys,70,57,18.57%,,,,
Istanbul,Turkey,EMEA,5/22/2017,Washing Machine,Francis Hall,800,512,36.00%,,,,
Sydney,Australia,APAC,2/20/2017,Oven,Stephen Neville,500,500,0.00%,,,,
San Fransisco,USA,Americas,1/23/2018,Air conditioner,Robert Tattersall,700,609,13.00%,,,,
Vienna,Austria,EMEA,12/4/2018,Toaster,Paul Munday,50,48,4.00%,,,,
San Fransisco,USA,Americas,1/5/2018,Iron,Arthur Carley,30,26,13.33%,,,,
Mexico City,Mexico,Americas,4/25/2014,Oven,Jacqueline Green,500,500,0.00%,,,,
Bangkok,Thailand,APAC,9/27/2016,Washing Machine,John Jenkins,800,664,17.00%,,,,
Bucharest,Romania,EMEA,2/11/2018,Air conditioner,Geoffrey Shiner,700,679,3.00%,,,,
Seattle,USA,Americas,4/29/2014,Vacuum Cleaner,Heather Donald,250,198,20.80%,,,,
Buenos Aires,Argentina,Americas,4/30/2015,Oven,Naeem Perry,500,500,0.00%,,,,
London,UK,EMEA,12/6/2014,Oven,Ian Borowski,500,500,0.00%,,,,
Mexico City,Mexico,Americas,1/29/2015,Dishwasher,James Anthony,500,450,10.00%,,,,
Paris,France,EMEA,4/3/2017,Iron,Caroline Eccles,30,29,3.33%,,,,
Los Angeles,USA,Americas,12/30/2015,Oven,Colin Matthews,500,500,0.00%,,,,
Riyadh,Saudi Arabia,EMEA,8/20/2017,Vacuum Cleaner,John Craig,250,225,10.00%,,,,
Moscow,Russia,EMEA,9/17/2015,Microwave,Darren Brooks,80,78,2.50%,,,,
Istanbul,Turkey,EMEA,11/16/2015,Blender,Mark Buntain,50,32,36.00%,,,,
Dubai,UAE,EMEA,12/2/2014,Blender,Peter Kelly,50,41,18.00%,,,,
Sao Paolo,Brazil,Americas,6/14/2018,Coffee grinder,Elizabeth Holloway,70,60,14.29%,,,,
Osaka,Japan,APAC,4/12/2014,Coffee grinder,Peter Walker,70,69,1.43%,,,,
London,UK,EMEA,7/8/2018,Dishwasher,Ian Borowski,500,490,2.00%,,,,
Osaka,Japan,APAC,2/2/2018,Coffee grinder,Kenneth Walter,70,69,1.43%,,,,
Capetown,South Africa,EMEA,7/9/2018,Refrigerator,Nicholas Holloway,1000,640,36.00%,,,,
Bangkok,Thailand,APAC,10/29/2014,Refrigerator,Mary Mitchell,1000,1000,0.00%,,,,
Madria,Spain,EMEA,8/2/2018,Microwave,Catherine Gagg,80,70,12.50%,,,,
Lima,Peru,Americas,12/24/2017,Ceiling fan,Rachel Howard,150,135,10.00%,,,,
Amsterdam,Netherlands,EMEA,8/1/2018,Air conditioner,Allyson Parker,700,623,11.00%,,,,
Athens,Greece,EMEA,6/28/2016,Vacuum Cleaner,Alexander Rowntree,250,245,2.00%,,,,
Cairo,Egypt,EMEA,1/13/2017,Dishwasher,Marek Kwiatkowski,500,500,0.00%,,,,
Paris,France,EMEA,5/18/2017,Air conditioner,Melanie Fletcher,700,700,0.00%,,,,
Capetown,South Africa,EMEA,6/27/2017,Dishwasher,Thomas Davies,500,480,4.00%,,,,
Capetown,South Africa,EMEA,2/9/2018,Vacuum Cleaner,Lucy Downs,250,243,2.80%,,,,
Tijuana,Mexico,Americas,2/17/2017,Refrigerator,Emily Brierley,1000,950,5.00%,,,,
Jerusalem,Israel,EMEA,3/5/2017,Blender,David Hubble,50,47,6.00%,,,,
Los Angeles,USA,Americas,9/28/2014,Iron,Chandrakant Atkins,30,27,10.00%,,,,
Madria,Spain,EMEA,3/21/2018,Iron,Roy Nunes,30,29,3.33%,,,,
Bucharest,Romania,EMEA,10/31/2018,Microwave,Dell Lockwood,80,76,5.00%,,,,
Bucharest,Romania,EMEA,1/5/2018,Coffee grinder,Alan Grant,70,69,1.43%,,,,
Seattle,USA,Americas,1/15/2016,Microwave,Richard Anderson,80,76,5.00%,,,,
Tel Aviv,Israel,EMEA,10/26/2015,Dishwasher,Richard McGrath,500,430,14.00%,,,,
Capetown,South Africa,EMEA,5/15/2018,Iron,Stuart Anderson,30,28,6.67%,,,,
Tokyo,Japan,APAC,10/18/2016,Toaster,Rose Rowntree,50,45,10.00%,,,,
Tokyo,Japan,APAC,2/15/2014,Coffee grinder,Rachel Deignan,70,57,18.57%,,,,
Buenos Aires,Argentina,Americas,6/23/2016,Refrigerator,Simon Snape,1000,730,27.00%,,,,
Bogota,Columbia,Americas,6/21/2017,Refrigerator,Russell Thorley,1000,710,29.00%,,,,
London,UK,EMEA,8/1/2017,Dishwasher,Philip Dewar,500,500,0.00%,,,,
Bogota,Columbia,Americas,5/13/2017,Air conditioner,Shelley Mannix,700,693,1.00%,,,,
New York,USA,Americas,12/15/2014,Microwave,Barbara Turner,80,56,30.00%,,,,
Guangzhou,China,APAC,6/23/2014,Iron,Mark Searle,30,27,10.00%,,,,
Mexico City,Mexico,Americas,6/17/2014,Coffee grinder,Malcolm Griffith,70,67,4.29%,,,,
New York,USA,Americas,11/18/2015,Blender,Robert Salisbury,50,33,34.00%,,,,
Kuala Lumpur,Malaysia,APAC,8/25/2014,Microwave,Harold Lunn,80,78,2.50%,,,,
Tijuana,Mexico,Americas,2/16/2015,Toaster,Gillian Allnutt,50,49,2.00%,,,,
Warsaw,Poland,EMEA,2/13/2018,Microwave,Gary Mistry,80,69,13.75%,,,,
Dubai,UAE,EMEA,9/11/2015,Blender,Ernie Dyer,50,32,36.00%,,,,
Tijuana,Mexico,Americas,1/9/2016,Refrigerator,Stephen Carlin,1000,580,42.00%,,,,
Madria,Spain,EMEA,6/25/2016,Air conditioner,Howard Jones,700,609,13.00%,,,,
Paris,France,EMEA,4/10/2017,Dishwasher,Caroline Eccles,500,480,4.00%,,,,
Tel Aviv,Israel,EMEA,9/13/2016,Blender,David Isaacs,50,45,10.00%,,,,
Osaka,Japan,APAC,6/9/2016,Toaster,Neil McAvoy,50,37,26.00%,,,,
Birmingham,UK,EMEA,6/10/2016,Dishwasher,Johanna Collins,500,455,9.00%,,,,
Riyadh,Saudi Arabia,EMEA,9/3/2016,Blender,Jodie Fairhurst,50,43,14.00%,,,,
London,UK,EMEA,10/6/2017,Refrigerator,Ian Borowski,1000,780,22.00%,,,,
Cairo,Egypt,EMEA,9/17/2017,Refrigerator,David Amos,1000,670,33.00%,,,,
Toronto,Canada,Americas,10/14/2015,Microwave,Jordan Andrews,80,77,3.75%,,,,
Tijuana,Mexico,Americas,9/3/2017,Iron,Ryan Pearce,30,29,3.33%,,,,
Tokyo,Japan,APAC,4/16/2014,Vacuum Cleaner,Ken Mishra,250,225,10.00%,,,,
Berlin,Germany,EMEA,9/11/2018,Vacuum Cleaner,Jacqueline Clamp,250,228,8.80%,,,,
Vienna,Austria,EMEA,7/4/2014,Vacuum Cleaner,Paul Drage,250,225,10.00%,,,,
Vienna,Austria,EMEA,10/23/2017,Iron,Paul Munday,30,28,6.67%,,,,
Toronto,Canada,Americas,11/9/2018,Microwave,Alison Storey,80,72,10.00%,,,,
Shanghai,China,APAC,7/1/2014,Coffee grinder,Jonathan Will,70,62,11.43%,,,,
Prague,Czech Republic,EMEA,1/6/2018,Blender,Christopher Lloyd,50,31,38.00%,,,,
Warsaw,Poland,EMEA,6/4/2015,Vacuum Cleaner,Valerie Brown,250,190,24.00%,,,,
Ho Chi Minh City,Vietnam,APAC,4/17/2016,Microwave,Michael Bell,80,78,2.50%,,,,
Osaka,Japan,APAC,2/27/2014,Air conditioner,Selwyn Kitching,700,651,7.00%,,,,
Vienna,Austria,EMEA,1/27/2018,Microwave,Raymond Denning,80,70,12.50%,,,,
San Fransisco,USA,Americas,9/20/2014,Coffee grinder,Saffron Cruse,70,64,8.57%,,,,
Athens,Greece,EMEA,6/21/2018,Iron,Martin Timmins,30,30,0.00%,,,,
Bangalore,India,APAC,11/24/2014,Oven,Stuart Hunter,500,490,2.00%,,,,
Paris,France,EMEA,10/10/2017,Ceiling fan,Barry Smith,150,138,8.00%,,,,
Bogota,Columbia,Americas,10/4/2017,Vacuum Cleaner,David Finnie,250,235,6.00%,,,,
Shenzhen,China,APAC,4/18/2015,Oven,Edward Jenkins,500,500,0.00%,,,,
Tel Aviv,Israel,EMEA,1/29/2017,Washing Machine,Frances Weller,800,616,23.00%,,,,
Dubai,UAE,EMEA,10/28/2016,Washing Machine,Brenda Lightfoot,800,664,17.00%,,,,
Jerusalem,Israel,EMEA,3/28/2014,Oven,Fiona Johnson,500,500,0.00%,,,,
Dubai,UAE,EMEA,10/11/2017,Toaster,Roy Connelly,50,46,8.00%,,,,
Shenzhen,China,APAC,1/16/2016,Ceiling fan,Caroline Gee,150,138,8.00%,,,,
Shanghai,China,APAC,1/31/2014,Iron,Michelle Murray,30,28,6.67%,,,,
Buenos Aires,Argentina,Americas,1/4/2016,Blender,Brendon Sykes,50,49,2.00%,,,,
New York,USA,Americas,11/15/2018,Iron,Andrew Jones,30,29,3.33%,,,,
Bangalore,India,APAC,7/22/2017,Vacuum Cleaner,Paul Benton,250,238,4.80%,,,,
Istanbul,Turkey,EMEA,5/10/2018,Microwave,Mark Holmes,80,80,0.00%,,,,
Paris,France,EMEA,10/25/2016,Oven,Christopher Griffith,500,495,1.00%,,,,
Bangkok,Thailand,APAC,5/20/2015,Ceiling fan,Carol Cormack,150,146,2.67%,,,,
Dublin,Ireland,EMEA,12/5/2016,Microwave,Andrew Phillips,80,70,12.50%,,,,
Moscow,Russia,EMEA,1/22/2015,Refrigerator,Rita Hill,1000,970,3.00%,,,,
San Fransisco,USA,Americas,12/22/2014,Refrigerator,Saffron Cruse,1000,690,31.00%,,,,
Toronto,Canada,Americas,2/12/2016,Toaster,Alison Storey,50,43,14.00%,,,,
Rome,Italy,EMEA,3/4/2014,Refrigerator,Steven Bell,1000,650,35.00%,,,,
Paris,France,EMEA,7/13/2017,Refrigerator,Rory Bullion,1000,520,48.00%,,,,
Moscow,Russia,EMEA,1/10/2017,Ceiling fan,Zulfiqar Mirza,150,149,0.67%,,,,
Chicago,USA,Americas,1/27/2015,Air conditioner,Derek Anderson,700,665,5.00%,,,,
San Fransisco,USA,Americas,5/18/2015,Air conditioner,Gary Acheampong,700,560,20.00%,,,,
Guangzhou,China,APAC,9/16/2016,Toaster,Abdul Amos,50,44,12.00%,,,,
San Fransisco,USA,Americas,2/2/2016,Refrigerator,James Scott,1000,760,24.00%,,,,
Kansas City,USA,Americas,12/3/2016,Vacuum Cleaner,Nicola Wright,250,228,8.80%,,,,
Capetown,South Africa,EMEA,7/11/2017,Vacuum Cleaner,Lucy Downs,250,248,0.80%,,,,
Bogota,Columbia,Americas,3/20/2014,Toaster,Paul Puri,50,39,22.00%,,,,
Bucharest,Romania,EMEA,1/23/2014,Vacuum Cleaner,Kevin Ross,250,248,0.80%,,,,
Madria,Spain,EMEA,9/17/2016,Vacuum Cleaner,Paul Long,250,250,0.00%,,,,
Seattle,USA,Americas,5/5/2017,Toaster,John Hetherington,50,48,4.00%,,,,
Amsterdam,Netherlands,EMEA,1/20/2016,Refrigerator,Ian Christian,1000,590,41.00%,,,,
London,UK,EMEA,4/26/2017,Microwave,Nicola Williams,80,76,5.00%,,,,
Lima,Peru,Americas,9/23/2014,Dishwasher,Rachel Howard,500,480,4.00%,,,,
Rome,Italy,EMEA,2/11/2016,Washing Machine,Michael Toy,800,720,10.00%,,,,
Bangkok,Thailand,APAC,9/1/2018,Coffee grinder,Alan Procter,70,69,1.43%,,,,
Tel Aviv,Israel,EMEA,12/19/2016,Coffee grinder,Deanna Wang,70,60,14.29%,,,,
Santiago,Chile,Americas,3/20/2015,Toaster,Richard James,50,44,12.00%,,,,
Kuala Lumpur,Malaysia,APAC,6/18/2018,Microwave,Ian Baker,80,74,7.50%,,,,
Capetown,South Africa,EMEA,2/13/2018,Coffee grinder,Nicholas Holloway,70,68,2.86%,,,,
Dubai,UAE,EMEA,3/19/2016,Coffee grinder,Rachel Clayton,70,66,5.71%,,,,
Mexico City,Mexico,Americas,10/29/2017,Ceiling fan,Jeremy Morrow,150,144,4.00%,,,,
Ho Chi Minh City,Vietnam,APAC,12/25/2016,Coffee grinder,Irene Skiba,70,65,7.14%,,,,
Guangzhou,China,APAC,4/21/2014,Refrigerator,Abdul Amos,1000,630,37.00%,,,,
Rome,Italy,EMEA,11/15/2015,Ceiling fan,Michael Toy,150,113,24.67%,,,,
Amsterdam,Netherlands,EMEA,1/30/2015,Oven,Allyson Parker,500,490,2.00%,,,,
Seattle,USA,Americas,5/21/2016,Toaster,Derek Harris,50,46,8.00%,,,,
Cairo,Egypt,EMEA,7/16/2016,Air conditioner,Valerie Pereira,700,672,4.00%,,,,
Capetown,South Africa,EMEA,5/8/2017,Blender,Lucy Downs,50,48,4.00%,,,,
Tokyo,Japan,APAC,4/27/2014,Oven,Steven Douglas,500,490,2.00%,,,,
Bogota,Columbia,Americas,3/11/2015,Coffee grinder,Paul Puri,70,58,17.14%,,,,
Warsaw,Poland,EMEA,2/14/2016,Coffee grinder,Barbara McDevitt,70,60,14.29%,,,,
Buenos Aires,Argentina,Americas,9/5/2014,Washing Machine,Nicola Nathan,800,688,14.00%,,,,
Paris,France,EMEA,2/26/2015,Vacuum Cleaner,Rory Bullion,250,155,38.00%,,,,
Athens,Greece,EMEA,8/10/2014,Air conditioner,Sarah Chadwick,700,504,28.00%,,,,
Paris,France,EMEA,4/16/2014,Air conditioner,Rory Bullion,700,511,27.00%,,,,
Sao Paolo,Brazil,Americas,8/14/2018,Vacuum Cleaner,Richard Kay,250,250,0.00%,,,,
Madria,Spain,EMEA,5/27/2018,Toaster,Roy Lloyd,50,50,0.00%,,,,
Riyadh,Saudi Arabia,EMEA,4/14/2016,Ceiling fan,Victoria Sherwin,150,135,10.00%,,,,
Istanbul,Turkey,EMEA,11/11/2017,Coffee grinder,Ian McCartan,70,68,2.86%,,,,
Los Angeles,USA,Americas,4/1/2015,Refrigerator,Ellen Lillie,1000,680,32.00%,,,,
Dublin,Ireland,EMEA,7/30/2014,Coffee grinder,James Carley,70,65,7.14%,,,,
Rome,Italy,EMEA,9/28/2017,Washing Machine,Michael Toy,800,488,39.00%,,,,
Kansas City,USA,Americas,3/2/2016,Iron,Xun Simms,30,27,10.00%,,,,
Lima,Peru,Americas,8/11/2014,Washing Machine,Lloyd Norton,800,448,44.00%,,,,
Bogota,Columbia,Americas,3/23/2018,Iron,Ronald Curtis,30,29,3.33%,,,,
Buenos Aires,Argentina,Americas,5/24/2018,Air conditioner,Stuart Brown,700,651,7.00%,,,,
Bogota,Columbia,Americas,11/8/2016,Dishwasher,Ronald Curtis,500,470,6.00%,,,,
Seattle,USA,Americas,4/18/2018,Coffee grinder,Susan Toye,70,67,4.29%,,,,
Paris,France,EMEA,11/3/2018,Air conditioner,Ketan Bryan,700,637,9.00%,,,,
Toronto,Canada,Americas,5/13/2015,Refrigerator,Jordan Andrews,1000,680,32.00%,,,,
Seoul,South Korea,APAC,7/4/2016,Air conditioner,Mark Brook,700,693,1.00%,,,,
Tijuana,Mexico,Americas,10/20/2014,Oven,Paul Salmon,500,495,1.00%,,,,
Santiago,Chile,Americas,4/17/2017,Toaster,Karen Hopewell,50,46,8.00%,,,,
Toronto,Canada,Americas,11/6/2018,Blender,Alison Storey,50,49,2.00%,,,,
Tokyo,Japan,APAC,3/1/2017,Dishwasher,Ken Mishra,500,455,9.00%,,,,
Riyadh,Saudi Arabia,EMEA,7/26/2016,Oven,Daniel Battersby,500,490,2.00%,,,,
Toronto,Canada,Americas,1/15/2016,Blender,Jordan Andrews,50,47,6.00%,,,,
Athens,Greece,EMEA,2/4/2015,Air conditioner,David Walker,700,665,5.00%,,,,
Tijuana,Mexico,Americas,6/10/2018,Blender,Stephen Carlin,50,43,14.00%,,,,
London,UK,EMEA,7/26/2017,Vacuum Cleaner,Claire Brooks,250,243,2.80%,,,,
Berlin,Germany,EMEA,12/3/2016,Microwave,Natasha Carvalho,80,79,1.25%,,,,
Capetown,South Africa,EMEA,7/15/2014,Vacuum Cleaner,Marcus Jacob,250,230,8.00%,,,,
Toronto,Canada,Americas,6/24/2017,Coffee grinder,James Hammond,70,67,4.29%,,,,
Tel Aviv,Israel,EMEA,12/27/2018,Vacuum Cleaner,Rebecca Delo,250,213,14.80%,,,,
Prague,Czech Republic,EMEA,7/17/2018,Microwave,Nick Denny,80,79,1.25%,,,,
Dublin,Ireland,EMEA,11/29/2016,Refrigerator,Gwyn Taylor,1000,700,30.00%,,,,
Shanghai,China,APAC,3/7/2016,Dishwasher,Jonathan Will,500,445,11.00%,,,,
Bangalore,India,APAC,4/12/2017,Blender,Delia Muhammad,50,47,6.00%,,,,
Madria,Spain,EMEA,3/15/2014,Ceiling fan,Philip Sutherland,150,131,12.67%,,,,
Madria,Spain,EMEA,3/15/2018,Air conditioner,Paul Long,700,616,12.00%,,,,
Tokyo,Japan,APAC,11/23/2018,Toaster,Basil Bell,50,46,8.00%,,,,
Seoul,South Korea,APAC,4/23/2018,Dishwasher,Steven Wood,500,480,4.00%,,,,
Osaka,Japan,APAC,4/1/2015,Blender,Tracy Stanley,50,47,6.00%,,,,
London,UK,EMEA,7/5/2015,Ceiling fan,Francis Godden,150,146,2.67%,,,,
Paris,France,EMEA,10/12/2016,Coffee grinder,Nicole Ford,70,67,4.29%,,,,
Seoul,South Korea,APAC,12/14/2017,Oven,Mark Towey,500,495,1.00%,,,,
Ho Chi Minh City,Vietnam,APAC,8/30/2014,Coffee grinder,Ken Rogerson,70,57,18.57%,,,,
Cairo,Egypt,EMEA,7/9/2018,Blender,Basil Bain,50,47,6.00%,,,,
Madria,Spain,EMEA,7/1/2014,Ceiling fan,Howard Jones,150,125,16.67%,,,,
Sydney,Australia,APAC,11/3/2015,Toaster,William Martin,50,34,32.00%,,,,
Shenzhen,China,APAC,2/3/2014,Air conditioner,Alastair Mills,700,539,23.00%,,,,
Santiago,Chile,Americas,1/25/2017,Air conditioner,Jason Edmund,700,693,1.00%,,,,
Moscow,Russia,EMEA,11/21/2018,Ceiling fan,Rita Hill,150,147,2.00%,,,,
Amsterdam,Netherlands,EMEA,7/3/2014,Blender,Julia Ferguson,50,42,16.00%,,,,
Istanbul,Turkey,EMEA,10/24/2016,Blender,Bryan Mason,50,44,12.00%,,,,
Jerusalem,Israel,EMEA,5/4/2018,Blender,Susan Carley,50,49,2.00%,,,,
Moscow,Russia,EMEA,8/26/2018,Microwave,Dermot Bailey,80,78,2.50%,,,,
Chicago,USA,Americas,11/19/2017,Blender,Heather McGill,50,48,4.00%,,,,
New York,USA,Americas,2/13/2018,Ceiling fan,Simon Hirst,150,147,2.00%,,,,
London,UK,EMEA,8/13/2015,Refrigerator,Nicola Williams,1000,620,38.00%,,,,
Berlin,Germany,EMEA,2/13/2018,Oven,John Gunter,500,495,1.00%,,,,
Shanghai,China,APAC,3/30/2018,Blender,Jonathan Will,50,47,6.00%,,,,
Tokyo,Japan,APAC,7/27/2016,Washing Machine,David Gow,800,744,7.00%,,,,
Tijuana,Mexico,Americas,8/12/2017,Dishwasher,Richard Allnutt,500,490,2.00%,,,,
Amsterdam,Netherlands,EMEA,4/18/2015,Washing Machine,Donald Barratt,800,576,28.00%,,,,
Paris,France,EMEA,6/18/2018,Dishwasher,Darren Webb,500,455,9.00%,,,,
Buenos Aires,Argentina,Americas,8/7/2014,Ceiling fan,Ronald Rowlands,150,135,10.00%,,,,
Moscow,Russia,EMEA,4/30/2018,Oven,Darren Brooks,500,490,2.00%,,,,
Kuala Lumpur,Malaysia,APAC,6/8/2014,Oven,Valerie Hook,500,495,1.00%,,,,
Riyadh,Saudi Arabia,EMEA,5/23/2017,Blender,Danny Brooks,50,45,10.00%,,,,
Mexico City,Mexico,Americas,9/13/2017,Iron,James Anthony,30,28,6.67%,,,,
Bucharest,Romania,EMEA,2/20/2018,Washing Machine,Kevin Ross,800,472,41.00%,,,,
Paris,France,EMEA,3/15/2017,Refrigerator,Ketan Bryan,1000,680,32.00%,,,,
Berlin,Germany,EMEA,2/24/2017,Ceiling fan,Jacqueline Clamp,150,150,0.00%,,,,
Buenos Aires,Argentina,Americas,11/17/2017,Iron,Ian Grant,30,28,6.67%,,,,
Tijuana,Mexico,Americas,6/6/2017,Dishwasher,Richard Foy,500,450,10.00%,,,,
Dublin,Ireland,EMEA,8/12/2017,Ceiling fan,Gwyn Taylor,150,149,0.67%,,,,
Tijuana,Mexico,Americas,8/10/2015,Microwave,Timothy Younger,80,53,33.75%,,,,
Moscow,Russia,EMEA,8/14/2017,Dishwasher,Alexander Hillier,500,480,4.00%,,,,
Sao Paolo,Brazil,Americas,1/12/2016,Dishwasher,Zoe Munday,500,495,1.00%,,,,
Moscow,Russia,EMEA,1/3/2014,Blender,Diane Batty,50,48,4.00%,,,,
Bogota,Columbia,Americas,11/27/2014,Toaster,Lisa Manning,50,45,10.00%,,,,
Buenos Aires,Argentina,Americas,5/15/2016,Microwave,Nicola Nathan,80,74,7.50%,,,,
Rome,Italy,EMEA,4/26/2016,Washing Machine,Steven Bell,800,592,26.00%,,,,
Jerusalem,Israel,EMEA,12/14/2016,Microwave,John Bond,80,74,7.50%,,,,
Berlin,Germany,EMEA,5/19/2015,Iron,John Gunter,30,20,33.33%,,,,
Lima,Peru,Americas,6/1/2017,Ceiling fan,Christopher Cresswell,150,138,8.00%,,,,
Riyadh,Saudi Arabia,EMEA,11/24/2018,Iron,Victoria Sherwin,30,30,0.00%,,,,
Warsaw,Poland,EMEA,4/1/2016,Vacuum Cleaner,Anthony Connolly,250,225,10.00%,,,,
Moscow,Russia,EMEA,3/10/2018,Ceiling fan,Zulfiqar Mirza,150,143,4.67%,,,,
Dublin,Ireland,EMEA,4/1/2015,Air conditioner,Robert Harris,700,679,3.00%,,,,
Dubai,UAE,EMEA,8/11/2014,Oven,Frank Murray,500,495,1.00%,,,,
Kansas City,USA,Americas,9/17/2014,Dishwasher,Ronnette Stocks,500,400,20.00%,,,,
Seattle,USA,Americas,5/15/2018,Toaster,Richard Anderson,50,48,4.00%,,,,
Tel Aviv,Israel,EMEA,6/17/2015,Iron,Steven Green,30,19,36.67%,,,,
Berlin,Germany,EMEA,4/17/2014,Iron,Jacqueline Clamp,30,22,26.67%,,,,
Istanbul,Turkey,EMEA,3/7/2017,Oven,David Philp,500,500,0.00%,,,,
Kansas City,USA,Americas,7/27/2017,Toaster,Nicola Wright,50,50,0.00%,,,,
Seoul,South Korea,APAC,8/4/2014,Blender,Kevin Long,50,50,0.00%,,,,
Los Angeles,USA,Americas,12/1/2016,Refrigerator,Rita Jenkins,1000,710,29.00%,,,,
Berlin,Germany,EMEA,11/29/2018,Microwave,Paul Mannion,80,74,7.50%,,,,
Tel Aviv,Israel,EMEA,3/28/2016,Blender,David Isaacs,50,50,0.00%,,,,
Los Angeles,USA,Americas,4/16/2014,Vacuum Cleaner,Heather Beck,250,208,16.80%,,,,
Osaka,Japan,APAC,3/2/2017,Blender,Jill Thompson,50,46,8.00%,,,,
Jerusalem,Israel,EMEA,2/11/2015,Washing Machine,Barbara Scott,800,744,7.00%,,,,
Bangkok,Thailand,APAC,4/14/2017,Microwave,Carol Cormack,80,76,5.00%,,,,
Seoul,South Korea,APAC,6/3/2017,Ceiling fan,Roger Scott,150,146,2.67%,,,,
